,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
866540,866540,VR Flush,Brudingo Team,Brudingo Team,,512,30,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
823550,823550,Booty Calls,3X Entertainment Limited,3X Entertainment Limited,97,255,294,46,"100,000 .. 200,000",153,0,297,0,0,0,0,208
695630,695630,新仙剑奇侠传 单机版(Chinese Paladin：Sword and Fairy),SOFTSTAR TECHNOLOGY BEIJINGCOLTD,SOFTSTAR TECHNOLOGY BEIJINGCOLTD,,447,507,0,"100,000 .. 200,000",0,0,0,0,499,499,0,28
967250,967250,DOKA 2 KISHKI EDITION,Agafonoff,Agafonoff,,2400,395,0,"100,000 .. 200,000",144,0,208,0,49,99,51,13
275180,275180,Costume Quest 2,Double Fine Productions,"Midnight City , Majesco Entertainment",,614,82,0,"100,000 .. 200,000",181,0,283,0,1499,1499,0,13
1147660,1147660,ArcheAge: Unchained,XLGAMES,"Trion Worlds, gamigo US",,1873,1030,0,"100,000 .. 200,000",0,0,0,0,1599,1599,0,600
211010,211010,Alien Shooter 2 Conscription,Sigma Team Inc.,Sigma Team Inc.,,274,62,0,"100,000 .. 200,000",289,0,289,0,999,999,0,5
328100,328100,Gunspell - Steam Edition,Ino-Co Plus,AKPublish pty ltd,,166,142,0,"100,000 .. 200,000",77,0,116,0,1499,1499,0,1
335190,335190,200% Mixed Juice!,Orange_Juice,Fruitbat Factory,,483,156,0,"100,000 .. 200,000",116,0,135,0,699,699,0,4
263740,263740,FootLOL: Epic Fail League,Lion's Shade,HeroCraft PC,,848,162,0,"100,000 .. 200,000",177,0,250,0,999,999,0,0
546990,546990,Town of Night,Delusional Games,Back To Basics Gaming,,59,60,0,"100,000 .. 200,000",330,0,312,0,199,199,0,1
446990,446990,The Huntsman: Winter's Curse,Desert Owl Games LLC,Desert Owl Games LLC,,199,75,0,"100,000 .. 200,000",62,0,62,0,0,0,0,1
317040,317040,Strife: Veteran Edition,Rogue Entertainment,Nightdive Studios,,406,40,0,"100,000 .. 200,000",288,0,412,0,749,999,25,2
646270,646270,60 Parsecs!,Robot Gentleman,Robot Gentleman,,1263,241,0,"100,000 .. 200,000",248,0,251,0,999,999,0,28
290890,290890,You Must Build A Boat,EightyEightGames,EightyEightGames,,740,154,0,"100,000 .. 200,000",142,0,218,0,499,499,0,3
650760,650760,侠客风云传前传(Tale of Wuxia:The Pre-Sequel),Heluo Studio,FHYX（凤凰游戏）,,1188,426,0,"100,000 .. 200,000",6871,0,6908,0,1699,1699,0,58
495280,495280,Disgaea 2 PC,"Nippon Ichi Software, Inc.","NIS America, Inc.",,888,90,0,"100,000 .. 200,000",21939,0,21939,0,1999,1999,0,47
253630,253630,Steam Marines,Worthless Bums,Red Barrels,,163,153,0,"100,000 .. 200,000",58,0,58,0,1999,1999,0,1
264300,264300,Guns n Zombies,Krealit,Krealit,,668,284,0,"100,000 .. 200,000",77,0,101,0,799,799,0,1
1137180,1137180,咔叽探险队 Kaki Raid,Kaki Studio,Feiyu Technology,,592,216,0,"100,000 .. 200,000",0,0,0,0,0,0,0,69
251290,251290,The Legend of Heroes: Trails in the Sky SC,Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",,1663,42,0,"100,000 .. 200,000",259,0,259,0,2999,2999,0,76
290470,290470,Onigiri,"CyberStep, Inc.","CyberStep, Inc.",,381,168,0,"100,000 .. 200,000",0,0,0,0,0,0,0,30
346560,346560,Hero of the Kingdom II,Lonely Troops,Lonely Troops,,1755,106,0,"100,000 .. 200,000",217,0,276,0,799,799,0,10
501180,501180,Acan's Call: Act 1,Cyberith GmbH,Cyberith GmbH,,282,58,0,"100,000 .. 200,000",10,0,10,0,0,0,0,0
721030,721030,La Tale - Evolved,Actoz Soft,Papaya Play,,182,152,0,"100,000 .. 200,000",73,0,105,0,0,0,0,15
338390,338390,The Technomancer,Spiders,Focus Home Interactive,,1504,664,0,"100,000 .. 200,000",586,0,1041,0,1999,1999,0,14
924980,924980,Trials of Mana,Square Enix,Square Enix,,2967,203,0,"100,000 .. 200,000",0,0,0,0,4999,4999,0,243
99100,99100,Dungeons and Dragons: Daggerdale,Bedlam Games,Atari,,112,307,0,"100,000 .. 200,000",75,0,75,0,1499,1499,0,4
233310,233310,Avadon 2: The Corruption,Spiderweb Software,Spiderweb Software,,130,30,0,"100,000 .. 200,000",0,0,0,0,999,999,0,2
200960,200960,Geneforge 1,Spiderweb Software,Spiderweb Software,,319,21,0,"100,000 .. 200,000",1,0,1,0,1999,1999,0,8
459160,459160,Allods Online,IT Territory,MY.GAMES,,311,140,0,"100,000 .. 200,000",97,0,180,0,0,0,0,38
578440,578440,冒险村传说（Tales of Legends）,Gemini Stars Games,Gemini Stars Games,,27,41,0,"100,000 .. 200,000",276,0,281,0,199,199,0,1
400450,400450,NeuroVoider,Flying Oak Games,Dear Villagers,,433,120,0,"100,000 .. 200,000",175,0,182,0,1399,1399,0,5
288120,288120,Dungeonmans,Adventurepro Games LLC,Adventurepro Games LLC,,655,62,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,19
18070,18070,The Baconing,Hothead Games,Hothead Games,,162,40,0,"100,000 .. 200,000",298,0,298,0,1499,1499,0,1
804010,804010,SteamWorld Quest: Hand of Gilgamech,Image &amp; Form Games,Thunderful Publishing,,802,80,0,"100,000 .. 200,000",203,0,360,0,2499,2499,0,29
225360,225360,DARK,Realmforge Studios,Kalypso Media Digital,,558,561,0,"100,000 .. 200,000",1808,0,214,0,999,999,0,6
508190,508190,Dragon Knight,D.K Studio,Paradise Project,,1895,602,0,"100,000 .. 200,000",224,0,261,0,399,399,0,0
378760,378760,Pixel Starships,SavySoda,SavySoda,,452,220,0,"100,000 .. 200,000",0,0,0,0,0,0,0,120
616030,616030,Eventide Night,Leaning Tower Studio,Leaning Tower Studio,,24,1,0,"100,000 .. 200,000",298,0,306,0,99,99,0,0
956680,956680,M.A.S.S. Builder,Vermillion Digital,Sekai Project,,1422,159,0,"100,000 .. 200,000",44,0,44,0,2499,2499,0,58
790850,790850,Undead Horde,10tons Ltd,10tons Ltd,,716,80,0,"100,000 .. 200,000",408,0,570,0,1699,1699,0,15
415480,415480,Hyperdevotion Noire: Goddess Black Heart (Neptunia),"Idea Factory, Compile Heart, Sting",Idea Factory International,,686,157,0,"100,000 .. 200,000",194,0,280,0,1499,1499,0,6
242840,242840,In Verbis Virtus,Indomitus Games,Indomitus Games,,1227,303,0,"100,000 .. 200,000",135,61,183,61,1999,1999,0,2
712190,712190,Genesis Alpha One Deluxe Edition,Radiation Blue,Team17 Digital Ltd,,799,412,0,"100,000 .. 200,000",347,0,512,0,2999,2999,0,71
262470,262470,Rollers of the Realm,Phantom Compass,Phantom Compass,,508,53,0,"100,000 .. 200,000",1055,0,1055,0,999,999,0,1
766370,766370,Dying Light: Bad Blood,Techland,Techland Publishing,,1815,810,0,"100,000 .. 200,000",156,68,120,68,0,0,0,17
452570,452570,Battle Chef Brigade Deluxe,Trinket Studios,Adult Swim Games,,1673,63,0,"100,000 .. 200,000",156,0,216,0,1999,1999,0,6
1216710,1216710,Cyber Manhunt,Aluba Studio,Aluba Studio,,2474,178,0,"100,000 .. 200,000",272,0,287,0,999,999,0,89
413710,413710,Blood and Gold: Caribbean!,Snowbird Games,Snowbird Games,,674,433,0,"100,000 .. 200,000",137,0,137,0,1999,1999,0,15
432170,432170,Silver Knight,Wojciech Krupinski,KrupinskiArt,,39,34,0,"100,000 .. 200,000",335,0,335,0,99,99,0,1
302270,302270,Dungeon Defenders Eternity,Nom Nom Games,Trendy Entertainment,,811,795,0,"100,000 .. 200,000",1296,0,1460,0,0,0,0,2
1141220,1141220,DemonCrawl,Therefore Games,Therefore Games,,513,94,0,"100,000 .. 200,000",632,0,632,0,1499,1499,0,74
327090,327090,Out of Reach,Space Boat Studios,Space Boat Studios,,1676,1171,0,"100,000 .. 200,000",221,0,266,0,1499,1499,0,9
237550,237550,Realms of Arkania: Blade of Destiny,"United Independent Entertainment GmbH, Crafty Studios",United Independent Entertainment GmbH,,188,164,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,8
263320,263320,Saturday Morning RPG,Mighty Rabbit Studios,Critical Depth,,390,107,0,"100,000 .. 200,000",259,0,339,0,699,699,0,1
502230,502230,Monsters' Den: Book of Dread,Monstrum,Monstrum,,107,7,0,"50,000 .. 100,000",0,0,0,0,499,499,0,4
394760,394760,Dead Effect 2,"BadFly Interactive, a.s.",App Holdings,,1333,493,0,"50,000 .. 100,000",969,0,672,0,1199,1199,0,20
992640,992640,Pagan: Absent Gods,Mad Head Games,Mad Head Games,,1415,1262,0,"50,000 .. 100,000",339,0,504,0,999,1999,50,22
514990,514990,Outbreak,Dead Drop Studios LLC,Dead Drop Studios LLC,,68,43,0,"50,000 .. 100,000",291,0,333,0,249,999,75,1
264690,264690,Coin Crypt,Greg Lobanov,Strategy First,,490,74,0,"50,000 .. 100,000",104,0,107,0,999,999,0,1
239840,239840,Dead State: Reanimated,DoubleBear Productions,DoubleBear Productions,,1589,562,0,"50,000 .. 100,000",426,0,426,0,1999,1999,0,32
319730,319730,GRANADO ESPADA,"HANBITSOFT, INC., IMC GAMES CO.,LTD.",REDBANA CORPORATION,,114,120,0,"50,000 .. 100,000",0,0,0,0,0,0,0,7
788130,788130,Otaku's Fantasy 2,Dieselmine,Paradise Project,,406,196,0,"50,000 .. 100,000",286,0,286,0,199,199,0,3
1016800,1016800,Chernobylite,The Farm 51,The Farm 51,,1825,689,0,"50,000 .. 100,000",158,0,197,0,2999,2999,0,85
350020,350020,The Gate,Spicy Horse Games,Spicy Horse Games,,139,88,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
311720,311720,Sproggiwood,Freehold Games,Freehold Games,,406,98,0,"50,000 .. 100,000",772,0,403,0,1499,1499,0,3
632300,632300,Hobo: Tough Life,Perun Creative,Perun Creative,,1500,537,0,"50,000 .. 100,000",539,1,534,1,1999,1999,0,288
386260,386260,Microcosmum: survival of cells,Satur Entertainment,Satur Entertainment,,957,176,0,"50,000 .. 100,000",191,0,246,0,799,799,0,6
1263370,1263370,Seek Girl:Fog Ⅰ,DSGame,DSGame,,1373,308,0,"50,000 .. 100,000",92,0,114,0,399,399,0,58
38410,38410,Fallout 2: A Post Nuclear Role Playing Game,Black Isle Studios,Bethesda Softworks,,7167,448,0,"50,000 .. 100,000",296,0,269,0,999,999,0,235
477200,477200,Descent: Road to Legend,Fantasy Flight Games,Fantasy Flight Games,,262,36,0,"50,000 .. 100,000",0,0,0,0,0,0,0,20
910320,910320,Three Kingdoms 2019 阿达三国志2019 横版,阿达游戏,阿达游戏,,207,65,0,"50,000 .. 100,000",0,0,0,0,0,0,0,20
1232420,1232420,Atlantica Global,"VALOFE, NEXON",VALOFE,,315,178,0,"50,000 .. 100,000",0,0,0,0,0,0,0,344
1222800,1222800,VALKYRIE CONNECT,Ateam Inc.,Ateam Inc.,,293,79,0,"50,000 .. 100,000",0,0,0,0,0,0,0,400
1256670,1256670,Library Of Ruina,ProjectMoon,ProjectMoon,,3343,397,0,"50,000 .. 100,000",871,0,885,0,2499,2499,0,319
559340,559340,Sunset Rangers,FishermanGameDev,FishermanGameDev,,133,151,0,"50,000 .. 100,000",0,0,0,0,799,799,0,0
844930,844930,Fox Hime Zero,AsicxArt,SakuraGame,,2809,76,0,"50,000 .. 100,000",298,0,419,0,199,199,0,10
896590,896590,MilMo,Dohi Sweden AB,Dohi Sweden AB,,341,78,0,"50,000 .. 100,000",0,0,0,0,0,0,0,31
326670,326670,Warhammer Quest,"Rodeo Games, Twistplay",Chilled Mouse,,610,287,0,"50,000 .. 100,000",317,0,452,0,1499,1499,0,26
329020,329020,Battlegrounds of Eldhelm,Essence Ltd.,Essence Ltd.,,140,57,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
258010,258010,Ring Runner: Flight of the Sages,Triple.B.Titles,Triple.B.Titles,,625,120,0,"50,000 .. 100,000",166,0,128,0,499,499,0,2
763890,763890,Wildermyth,Worldwalker Games LLC,"Worldwalker Games LLC, WhisperGames",,2079,65,0,"50,000 .. 100,000",485,0,485,0,1999,1999,0,105
651670,651670,Star Renegades,"Massive Damage, Inc.",Raw Fury,,769,127,0,"50,000 .. 100,000",197,0,197,0,2499,2499,0,98
1270570,1270570,All Over,Overall Adventures ltd,Overall Adventures ltd,,19,1,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
208400,208400,Avernum: Escape From the Pit,Spiderweb Software,Spiderweb Software,,814,76,0,"50,000 .. 100,000",220,0,220,0,999,999,0,28
444720,444720,Inexistence,Jonathan BRASSAUD,Jonathan BRASSAUD,,225,110,0,"50,000 .. 100,000",298,0,318,0,299,299,0,0
743860,743860,Wild West Online,WWO Partners Ltd,WWO Partners Ltd,,279,671,0,"50,000 .. 100,000",1749,0,1749,0,0,0,0,0
46570,46570,Grotesque Tactics 2 – Dungeons and Donuts,Silent Dreams,Headup,,112,101,0,"50,000 .. 100,000",69,0,69,0,999,999,0,0
289600,289600,Marauder,Apeiron,Buka Entertainment,,367,157,0,"50,000 .. 100,000",0,0,0,0,999,999,0,3
826600,826600,I am not a Monster: First Contact,Cheerdealers,Alawar Premium,,800,204,0,"50,000 .. 100,000",1638,0,31,0,1099,1099,0,5
538100,538100,Feel The Snow,Owlet,Owlet,,1966,245,0,"50,000 .. 100,000",71,0,123,0,899,899,0,10
1286530,1286530,Black Skylands: Origins,Hungry Couch Games,tinyBuild,,342,64,0,"50,000 .. 100,000",4,0,7,0,0,0,0,6
322290,322290,Gurumin: A Monstrous Adventure,"Nihon Falcom, Mastiff",Mastiff,,622,60,0,"50,000 .. 100,000",300,0,466,0,999,999,0,3
201010,201010,Geneforge 5: Overthrow,Spiderweb Software,Spiderweb Software,,83,6,0,"50,000 .. 100,000",0,0,0,0,1999,1999,0,4
497940,497940,Destiny of Ancient Kingdoms,Utopia Dream Entertainment Alliance (Pty) Ltd - South Africa,Utopia Dream Entertainment Alliance (Pty) Ltd - South Africa,,86,82,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
441830,441830,I am Setsuna,Tokyo RPG Factory,Square Enix,,982,362,0,"50,000 .. 100,000",2035,0,2035,0,3999,3999,0,5
245410,245410,Wizardry 6: Bane of the Cosmic Forge,Sir-Tech,"Gamepot, Inc., Nightdive Studios",,111,46,0,"50,000 .. 100,000",12,0,12,0,499,499,0,4
245430,245430,Wizardry 7: Crusaders of the Dark Savant,Sir-Tech,"Gamepot, Inc., Nightdive Studios",,116,32,0,"50,000 .. 100,000",9,0,9,0,499,499,0,13
552700,552700,WORLD OF FINAL FANTASY,Square Enix,Square Enix,,1709,373,0,"50,000 .. 100,000",407,0,370,0,2499,2499,0,50
1000080,1000080,Zengeon,IndieLeague Studio,2P Games,,988,330,0,"50,000 .. 100,000",273,0,407,0,1999,1999,0,1
1321350,1321350,LV99: Final Fortress,Great Potion Games,Great Potion Games,,4,0,0,"50,000 .. 100,000",0,0,0,0,899,899,0,0
269190,269190,Edge Of Eternity,Midgar Studio,"Dear Villagers, Maple Whispering Limited",,1293,288,0,"50,000 .. 100,000",242,0,400,0,2499,2499,0,21
628670,628670,Hellpoint,Cradle Games,tinyBuild,,1377,378,0,"50,000 .. 100,000",546,0,546,0,3499,3499,0,144
252690,252690,Fantasy Grounds,"SmiteWorks USA, LLC","SmiteWorks USA, LLC",,889,204,0,"50,000 .. 100,000",56,0,56,0,3999,3999,0,131
289200,289200,Ascension to the Throne,DVS,1C Entertainment,,295,42,0,"50,000 .. 100,000",0,0,0,0,299,299,0,9
303790,303790,Faery - Legends of Avalon,Spiders,Focus Home Interactive,,428,154,0,"50,000 .. 100,000",135,0,135,0,999,999,0,3
790820,790820,Valkyria Chronicles 4 Complete Edition,SEGA,SEGA,,3372,439,0,"50,000 .. 100,000",1727,0,1636,0,4999,4999,0,136
1003400,1003400,The Lord of the Rings: Journeys in Middle-earth,Fantasy Flight Games,Fantasy Flight Games,,297,42,0,"50,000 .. 100,000",87,0,132,0,0,0,0,74
317620,317620,Space Hulk: Ascension,Full Control Studios,Full Control,,573,234,0,"50,000 .. 100,000",151,0,150,0,0,0,0,4
1352440,1352440,Brick Building,VR Labs,VR Labs,,9,6,0,"50,000 .. 100,000",0,0,0,0,0,0,0,9
311870,311870,Super Trench Attack!,Retro Army Limited,paulstephendavis,,1073,100,0,"50,000 .. 100,000",180,0,180,0,499,499,0,1
858060,858060,Idle Heist,ChimpLabs,ChimpLabs,,73,212,0,"50,000 .. 100,000",1160,0,1730,0,0,0,0,1
1040230,1040230,Curious Expedition 2,Maschinen-Mensch,Thunderful Publishing,,341,75,0,"50,000 .. 100,000",476,178,512,178,1699,1699,0,70
366910,366910,The Long Journey Home,Daedalic Studio West,Daedalic Entertainment,,969,568,0,"50,000 .. 100,000",196,0,233,0,299,2999,90,8
466860,466860,上帝之城 I：监狱帝国 [City of God I - Prison Empire],Pixel Gangsta Studio,"Pixel Gangsta Studio, Flying Interactive",,1276,538,0,"50,000 .. 100,000",3245,0,3245,0,1899,1899,0,17
18050,18050,DeathSpank: Thongs of Virtue,Hothead Games,Electronic Arts,,159,21,0,"50,000 .. 100,000",1253,0,1253,0,1499,1499,0,2
555450,555450,Deus Ex: Breach,Eidos Montreal,Square Enix,,115,145,0,"50,000 .. 100,000",31,0,51,0,0,0,0,0
1138080,1138080,斗地主少女/ Landlord Girls,七彩绘色游戏,七彩绘色游戏,,1094,417,0,"50,000 .. 100,000",205,0,278,0,499,499,0,16
1197520,1197520,Familia,Joseph Abraham,Joseph Abraham,,16,1,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0
527270,527270,Atelier Sophie: The Alchemist of the Mysterious Book,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,1515,195,0,"50,000 .. 100,000",51,0,94,0,2999,2999,0,34
758330,758330,Shenmue I & II,D3T,SEGA,,1489,203,0,"50,000 .. 100,000",206,159,249,159,2999,2999,0,0
449020,449020,The Bottom of the Well,Red Nettle Studio,Red Nettle Studio,,428,72,0,"50,000 .. 100,000",55,0,97,0,0,0,0,0
892420,892420,懒人修仙传,托更的修罗,托更的修罗,,657,341,0,"50,000 .. 100,000",12564,0,24840,0,399,399,0,404
25850,25850,Elven Legacy,1C:InoCo,1C Entertainment,,91,32,0,"50,000 .. 100,000",104,0,104,0,499,499,0,3
368080,368080,Aurion: Legacy of the Kori-Odan,Kiro'o Games,Dear Villagers,,188,92,0,"50,000 .. 100,000",256,0,284,0,1499,1499,0,1
394450,394450,"Warhammer 40,000: Deathwatch - Enhanced Edition",Rodeo Games,Rodeo Games,,470,230,0,"50,000 .. 100,000",163,0,261,0,1499,1499,0,11
528820,528820,Eisenwald: Blood of November,Aterdux Entertainment,Aterdux Entertainment,,76,64,0,"50,000 .. 100,000",258,0,291,0,899,899,0,3
240970,240970,Half Minute Hero: The Second Coming,Opus,Marvelous,,463,38,0,"50,000 .. 100,000",369,0,508,0,999,999,0,2
339580,339580,Ember,N-Fusion Interactive,505 Games,,593,185,0,"50,000 .. 100,000",0,0,0,0,999,999,0,8
258220,258220,Blood Knights,Deck 13,Kalypso Media Digital,,517,303,0,"50,000 .. 100,000",227,0,251,0,999,999,0,1
392040,392040,War Blade,Tvr Games,Tvr Games,,260,191,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
327860,327860,Salt,Lavaboots Studios,Lavaboots Studios,,1486,408,0,"50,000 .. 100,000",530,0,830,0,1499,1499,0,10
366440,366440,Savage Resurrection,"S2 Games, LLC","S2 Games, LLC",,824,624,0,"50,000 .. 100,000",489,0,643,0,0,0,0,1
504300,504300,Gangs of Space,Little Big MMO,Little Big MMO,,312,101,0,"50,000 .. 100,000",1,0,1,0,0,0,0,1
278490,278490,Aveyond 3-2: Gates of Night,"Amaranth Games, LLC",Degica,,60,39,0,"50,000 .. 100,000",0,0,0,0,999,999,0,1
294370,294370,Crowntakers,Bulwark Studios,Kasedo Games,,402,126,0,"50,000 .. 100,000",66,0,83,0,999,999,0,5
329970,329970,KeeperRL,Electric Succubi,Electric Succubi,,571,77,0,"50,000 .. 100,000",0,0,0,0,1499,1499,0,19
1255520,1255520,RaidLand,SideQuestNZ,Blue Wizard Digital,,295,66,0,"50,000 .. 100,000",0,0,0,0,0,0,0,18
338140,338140,Venetica - Gold Edition,Deck13,Deck13,,303,89,0,"50,000 .. 100,000",129,0,129,0,999,999,0,4
876850,876850,WhiteLily 1：丽丽公主,游学者狐狸,游学者狐狸,,1065,41,0,"50,000 .. 100,000",0,0,0,0,99,99,0,6
310450,310450,Steel & Steam: Episode 1,Red Meat Games,Digerati Distribution,,32,62,0,"50,000 .. 100,000",10,0,10,0,0,0,0,0
201000,201000,Geneforge 4: Rebellion,Spiderweb Software,Spiderweb Software,,36,2,0,"50,000 .. 100,000",0,0,0,0,1999,1999,0,2
1293230,1293230,House of Detention,"Aniki, Male Union ♂",Dungeon Master,,1866,174,0,"50,000 .. 100,000",107,0,127,0,99,99,0,17
575830,575830,rooMaze,ChairKilling,Sometimes You,,94,61,0,"50,000 .. 100,000",372,0,468,0,49,199,75,1
922450,922450,4X-Galaxy 无主之地：银河,Mercator,Mercator,,118,108,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
913740,913740,WORLD OF HORROR,panstasz,Ysbryd Games,,2532,69,0,"50,000 .. 100,000",2603,160,2603,160,1499,1499,0,210
508140,508140,Zombitatos the end of the Pc master race,Bmc Studio,Bmc Studio,,216,120,0,"50,000 .. 100,000",446,0,450,0,199,199,0,1
270050,270050,Quest of Dungeons,David Amador,David Amador,,502,148,0,"50,000 .. 100,000",95,0,137,0,499,499,0,5
1394800,1394800,Rebirth:Mr Wang,DSGame,DSGame,,1536,395,0,"50,000 .. 100,000",90,94,92,94,399,399,0,56
223330,223330,Sea Dogs: To Each His Own - Pirate Open World RPG,BlackMark Studio,Akella,,1196,381,0,"50,000 .. 100,000",0,0,0,0,1499,1499,0,120
410850,410850,DRAGON QUEST HEROES Slime Edition,"KOEI TECMO GAMES CO., LTD.",Square Enix,,763,354,0,"50,000 .. 100,000",0,0,0,0,3999,3999,0,8
621880,621880,Phoenix Dynasty 2,Ntroy LTD,Ntroy LTD,,157,219,0,"50,000 .. 100,000",263,0,263,0,0,0,0,0
257970,257970,Loren The Amazon Princess,Winter Wolves,Winter Wolves,,428,96,0,"50,000 .. 100,000",1092,0,1122,0,1999,1999,0,5
269110,269110,Super Motherload,XGen Studios,XGen Studios,,423,123,0,"50,000 .. 100,000",117,0,196,0,1499,1499,0,15
396650,396650,ACE Academy,PixelFade Inc,PixelFade Inc,,1266,61,0,"50,000 .. 100,000",845,0,845,0,1999,1999,0,6
1229900,1229900,ARIA CHRONICLE,STUDIO N9,CREST,,691,171,0,"50,000 .. 100,000",0,0,0,0,1799,1799,0,41
521590,521590,Subterra,Warfare Studios,Senpai Studios,,49,27,0,"50,000 .. 100,000",323,0,601,0,499,499,0,1
275570,275570,Summoner,Volition,THQ Nordic,,285,62,0,"50,000 .. 100,000",0,0,0,0,499,499,0,6
603750,603750,- Arcane Raise -,Arcane Raise,WAX Publishing,,53,92,0,"50,000 .. 100,000",233,0,231,0,299,299,0,1
457820,457820,Outrage,Astronomic Games,New Reality Games,,84,50,0,"50,000 .. 100,000",228,0,236,0,399,399,0,1
200990,200990,Geneforge 3,Spiderweb Software,Spiderweb Software,,35,5,0,"50,000 .. 100,000",0,0,0,0,1999,1999,0,3
317280,317280,Solstice,MoaCube,MoaCube,,127,40,0,"50,000 .. 100,000",736,0,898,0,1999,1999,0,1
755150,755150,Aurora Trail,Screenhit Studios,Screenhit Studios,,76,12,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1126310,1126310,风信楼,Pingfang Games,Pingfang Games,,295,19,0,"50,000 .. 100,000",0,0,0,0,1199,1199,0,32
102200,102200,Runespell: Overture,Mystic Box,Mystic Box,,264,87,0,"50,000 .. 100,000",140,0,157,0,999,999,0,1
386650,386650,Dungeons and Robots,Glow Games Studio,Digital Tribe,,74,78,0,"50,000 .. 100,000",0,0,0,0,89,899,90,1
1132210,1132210,Kingdom Under Fire 2,Blueside,Gameforge 4D GmbH,,1337,828,0,"50,000 .. 100,000",272,0,272,0,999,999,0,26
588950,588950,Kingsway,Andrew Morrish,Adult Swim Games,,954,100,0,"50,000 .. 100,000",200,0,216,0,999,999,0,9
465710,465710,Heroes Tactics,Camex Games,Camex Games,,141,89,0,"50,000 .. 100,000",1,0,1,0,0,0,0,8
269010,269010,Science Girls,Spiky Caterpillar,Hanako Games,,102,43,0,"50,000 .. 100,000",120,0,120,0,499,499,0,1
1350920,1350920,Liege Dragon,Exe Create Inc.,KEMCO,,4,0,0,"50,000 .. 100,000",0,0,0,0,1499,1499,0,2
230310,230310,Akaneiro: Demon Hunters,Spicy Horse,Spicy Horse,,115,224,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1020470,1020470,Evoland Legendary Edition,Shiro Games,Shiro Games,,911,169,0,"50,000 .. 100,000",96,0,147,0,1999,1999,0,56
312200,312200,Chasm,"Bit Kid, Inc.","Bit Kid, Inc.",,1113,448,0,"50,000 .. 100,000",237,0,245,0,1999,1999,0,22
340650,340650,Elements: Soul of Fire,Soul Catapult,New Reality Games,,99,92,0,"50,000 .. 100,000",273,0,267,0,0,0,0,3
432290,432290,Elemental Heroes,mPower Games Studio,mPower Games Studio,,86,64,0,"50,000 .. 100,000",15,0,15,0,0,0,0,3
460960,460960,The Deed: Dynasty,Pilgrim Adventures,"GrabTheGames, WhisperGames",,349,45,0,"50,000 .. 100,000",94,0,158,0,299,299,0,2
385380,385380,Planet Centauri,Permadeath,Permadeath,,1293,287,0,"50,000 .. 100,000",329,0,388,0,1499,1499,0,13
269030,269030,The Yawhg,"Damian Sommer, Emily Carroll",Damian Sommer,,1014,235,0,"50,000 .. 100,000",287,0,352,0,999,999,0,5
290650,290650,Time Ramesside (A New Reckoning),Panzer Gaming Studios,Panzer Gaming Studios,,52,285,0,"50,000 .. 100,000",306,0,403,0,799,799,0,8
473470,473470,Purgatory,Eduard Mirica,New Reality Games,,126,80,0,"50,000 .. 100,000",243,0,257,0,49,99,51,1
314830,314830,Blackguards 2,Daedalic Entertainment,Daedalic Entertainment,,596,302,0,"50,000 .. 100,000",179,0,189,0,1499,1499,0,12
703280,703280,Zeal,Lycanic Studios,Skymarch Entertainment,,306,118,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
410670,410670,Suits: A Business RPG,Technomancy Studios,Technomancy Studios,,644,93,0,"50,000 .. 100,000",317,0,349,0,99,99,0,2
1167790,1167790,绝望监牢 / 絶望プリズン,STUDIO WASABI,Pujia8 Studio,,255,70,0,"50,000 .. 100,000",0,0,0,0,0,0,0,4
542480,542480,Therian Saga,Virtys,Virtys,,279,117,0,"50,000 .. 100,000",142,0,189,0,0,0,0,29
963690,963690,Hentai Girl Hime,GirlGame,GirlGame,,1705,134,0,"50,000 .. 100,000",92,0,100,0,99,99,0,9
471010,471010,Seven: Enhanced Edition,"IMGN.PRO, Fool's Theory",IMGN.PRO,,967,262,0,"50,000 .. 100,000",308,0,365,0,2999,2999,0,14
441790,441790,Fragmented,Above and Beyond Technologies,Above and Beyond Technologies,,816,1047,0,"50,000 .. 100,000",514,0,514,0,999,999,0,0
251450,251450,Heroes of Havoc: Idle Adventures,Kiz Studios,Kiz Studios,,84,125,0,"50,000 .. 100,000",0,0,0,0,0,0,0,2
892630,892630,Mojo: Hanako,L. Stotch,L. Stotch,,593,147,0,"50,000 .. 100,000",0,0,0,0,0,0,0,3
